,Unnamed: 0,Artist,url_songs,Num songs
206,206,2Pac,https://kworb.net/spotify/artist/1ZwdS5xdxEREPySFridCfh_songs.html,319.0
207,207,Dr. Dre,https://kworb.net/spotify/artist/6DPYiyq5kWVQS4RGwxzPC7_songs.html,138.0
208,208,Carin Leon,https://kworb.net/spotify/artist/66ihevNkSYNzRAl44dx6jJ_songs.html,362.0
209,209,Guns N' Roses,https://kworb.net/spotify/artist/3qm84nBOXUEQ2vnTfUTTFC_songs.html,198.0
210,210,Gorillaz,https://kworb.net/spotify/artist/3AA28KZvwAUcZuOKwyblJQ_songs.html,279.0
211,211,Megan Thee Stallion,https://kworb.net/spotify/artist/181bsRPaVXVlUKXrxwZfHK_songs.html,196.0
212,212,Pink Floyd,https://kworb.net/spotify/artist/0k17h0D3J5VfsdmQ1iZtE9_songs.html,408.0
213,213,John Legend,https://kworb.net/spotify/artist/5y2Xq6xcjJb2jVM54GHK3t_songs.html,347.0
214,214,Ava Max,https://kworb.net/spotify/artist/4npEfmQ6YuiwW1GpUmaq3F_songs.html,140.0
215,215,DJ Khaled,https://kworb.net/spotify/artist/0QHgL1lAIqAw0HtD7YldmP_songs.html,218.0
216,216,Little Mix,https://kworb.net/spotify/artist/3e7awlrlDSwF3iM0WBjGMp_songs.html,219.0
217,217,The Rolling Stones,https://kworb.net/spotify/artist/22bE4uQ6baNwSHPVcDxLCe_songs.html,478.0
218,218,Michael Bublé,https://kworb.net/spotify/artist/1GxkXlMwML1oSg5eLPiAz3_songs.html,255.0
219,219,Miguel,https://kworb.net/spotify/artist/360IAlyVv4PCEVjgyMZrxK_songs.html,200.0
220,220,Mariah Carey,https://kworb.net/spotify/artist/4iHNK0tOyZPYnBU7nGAgpQ_songs.html,463.0
221,221,Banda MS de Sergio Lizárraga,https://kworb.net/spotify/artist/2C6i0I5RiGzDKN9IAF8reh_songs.html,275.0
222,222,Enrique Iglesias,https://kworb.net/spotify/artist/7qG3b048QCHVRO5Pv1T5lw_songs.html,281.0
223,223,Skrillex,https://kworb.net/spotify/artist/5he5w2lnU9x7JFhnwcekXX_songs.html,225.0
224,224,Meghan Trainor,https://kworb.net/spotify/artist/6JL8zeS1NmiOftqZTRgdTz_songs.html,193.0
225,225,Yandel,https://kworb.net/spotify/artist/0eHQ9o50hj6ZDNBt6Ys1sD_songs.html,284.0
226,226,Radiohead,https://kworb.net/spotify/artist/4Z8W4fKeB5YxbusRsdQVPb_songs.html,226.0
227,227,Reik,https://kworb.net/spotify/artist/0vR2qb8m9WHeZ5ByCbimq2_songs.html,202.0
228,228,Jul,https://kworb.net/spotify/artist/3IW7ScrzXmPvZhB27hmfgy_songs.html,498.0
229,229,Gusttavo Lima,https://kworb.net/spotify/artist/7MiDcPa6UiV3In7lIM71IN_songs.html,376.0
230,230,Rick Ross,https://kworb.net/spotify/artist/1sBkRIssrMs1AbVkOJbc7a_songs.html,493.0
231,231,Melanie Martinez,https://kworb.net/spotify/artist/63yrD80RY3RNEM2YDpUpO8_songs.html,89.0
232,232,Labrinth,https://kworb.net/spotify/artist/2feDdbD5araYcm6JhFHHw7_songs.html,171.0
233,233,Meek Mill,https://kworb.net/spotify/artist/20sxb77xiYeusSH8cVdatc_songs.html,415.0
234,234,Rels B,https://kworb.net/spotify/artist/2IMZYfNi21MGqxopj9fWx8_songs.html,142.0
235,235,Tame Impala,https://kworb.net/spotify/artist/5INjqkS1o8h1imAzPqGZBb_songs.html,124.0
236,236,Alicia Keys,https://kworb.net/spotify/artist/3DiDSECUqqY1AuBP8qtaIa_songs.html,272.0
237,237,TWICE,https://kworb.net/spotify/artist/7n2Ycct7Beij7Dj7meI4X0_songs.html,279.0
238,238,Quevedo,https://kworb.net/spotify/artist/52iwsT98xCoGgiGntTiR7K_songs.html,74.0
239,239,ABBA,https://kworb.net/spotify/artist/0LcJLqbBmaGUft1e9Mm8HV_songs.html,168.0
240,240,Clean Bandit,https://kworb.net/spotify/artist/6MDME20pz9RveH9rEXvrOM_songs.html,206.0
241,241,Florida Georgia Line,https://kworb.net/spotify/artist/3b8QkneNDz4JHKKKlLgYZg_songs.html,124.0
242,242,Sabrina Carpenter,https://kworb.net/spotify/artist/74KM79TiuVKeVCqs8QtB0B_songs.html,140.0
243,243,Wisin & Yandel,https://kworb.net/spotify/artist/1wZtkThiXbVNtj6hee6dz9_songs.html,315.0
